headline,label,compound
Geniale. ? #coronavirus #Codogno #COVID19 #COVID2019 #COVID?19 https://t.co/3CVhoATC4O pic.twitter.com/qOplhWQrFN,0,0.0
South Korea virus 'emergency' as #coronavirus cases increase https://t.co/ugOiuJIGUz via @BBCWorld #COVID19 #COVID?19 pic.twitter.com/OtAegS2HlM,1,0.3182
"??COVID-19 #COVID?19 #COVID19 #coronavrius #2019nCoV????It was shocked!The job of the red armband official of the CCP suddenly changes, & those who do not go to working must be arrested! Why is zero new cases in all provinces in China except Hubei Province. Is it no problem? ?? https://t.co/NpB1VIkvtV",-1,-0.8606
??#COVID?19 #COVID19 #coronavrius #China ????Female nurse caring for new pneumonia have been hairless to prevent infection.???????China treated them as heroes but it's overwhelmed with criticism.I thought they should become Tibetan's monks withno the CCP.??https://t.co/14B2mQPnfG,1,0.6767
Italy Ministry of Health takes new action after the discovery of an internal outbreak of #Coronavirus #COVID?19 in Lombardy. All close contacts of the infected will be quarantined #SARS_CoV_2 https://t.co/VoZMXOdC8g,-1,-0.4939
"Crowdsourcing in action to make #COVID?19 research more open, relevant, and transparent great research from @Fogarty_NIH team https://t.co/tKabgXSxCG",1,0.6249
"#COVID19 #COVID?19 - #US -- 20200221 - #Omaha, #Nebraska - 11 of the 13 Diamond Princess passengers have been tested positive. pic.twitter.com/8zipqNFwSN",1,0.7184
Antworten auf häufig gestellte Fragen zum neuartigen Coronavirus hat die Bundeszentrale für gesundheitliche Aufklärung #BZgA zusammengestellt unter: https://t.co/LUnG0lUwVm pic.twitter.com/gzQEzUKQDe,-1,-0.5994
??COVID-19 #COVID?19 #COVID19 #coronavrius #aerosol #2019nCoV#DeadlyVirus #HongKongers #CoronavirusHongKong #CoronaVirusChina#nCoV2019 #nCoV2020????At Tsuen Wan Plaza in Hong Kong. A man who seems to be black man fell & could not get up.  The same symptoms as new pneumonia. https://t.co/lSiFtkBTDp,0,0.0
The median age of those who died of #COVID?19 was ~63 years old. The patients with a prior history of kidney problems or injuries had a higher risk of death.Source:https://t.co/NksK3f4Orr,-1,-0.8126
Understanding #coronavirus - CSIROscope https://t.co/dcz0WA1W6m Via @CSIRO#COVID?19,0,0.0
"??COVID-19 #COVID?19 #COVID19 #coronavrius #2019nCoV #WorldDaily #CoronavirusOutbreak????/????Discovers! A newspaper in North American ""World Daily"" Positive Energy!??It's written ""Contribution of Wuhan Pneumonia to the World"".The matter is, is this still being read abroad??? pic.twitter.com/LHvkxPLNzZ",1,0.7387
"Riots erupted in the village of Novi Sanzhary, located in the central Poltava region of #Ukraine. Residents became worried that the sewers connected from the local health clinic would infect the locals with #COVID?19. The clinic Quarantined Ukranian evacuees that were in #China. https://t.co/qj1AS0Cc2E",-1,-0.6705
Detail umfassende Beschreibung zu Coronavirus Erkrankung@Corona_V_News  #COVID?19  #covid19 #CoronaVirus  #AI #BigData #RobotCoronavirus: the new disease Covid-19 explained @SCMPgraphics  https://t.co/u3Ul3jrgEY #Dataviz #infographic,0,0.0
"Well, so it begins? #COVID?19 #Europe #MammaMia https://t.co/raInPWaTKG",1,0.3527
#COVID19 #COVID?19 -  #SouthKorea - 20200221 - Govt announces 52 new cases bringing the total to 150. pic.twitter.com/AwevSv6beN,0,0.0
#COVID?19 Italia https://t.co/aKLc4FM3Lx,0,0.0
"„Im Kontext der Beschleunigung #COVID?19 Epidemie und wachsende Unsicherheit erscheint  eine höhere Obergrenze (möglicherweise 21 Tage) für die Inkubationszeit angemessen und gerechtfertigt, um die Öffentlichkeit angemessen zu schützen. “#CoronaVirus #covid19  #Corona_V_News https://t.co/asMqKUAfmW",-1,-0.8316
#COVID?19 vaccine is months away!https://t.co/LxQZpsST9f,0,0.0
Wieder neue Bewertungen und Statistiken? #WHO #COVID19 #AI @Corona_V_News #COVID?19 #covid19 #News #KI #coronavirus #Corona_V_News #covid19 https://t.co/a1gCjS4cbA,0,0.0
"Es reicht nicht aus, ein KI-Ingenieur zu sein, man muss verstehen und in die Anwendungen der Biologie einsteigen.  #COVID?19 #AI #KI  #Corona_V_News  #covid19 #BigData #News #futureArtificial intelligence gears up to fight a future coronavirus https://t.co/V4zTGsLZTM",-1,-0.5267
"South Korea reports 48 new cases of #coronavirus, raising country's total to 204#COVID?19",0,0.0
#coronavirus #COVID19 #Coronavirustruth this is how our great country handles it no care pass the ball demand truth pic.twitter.com/Ge8tzxURzn,1,0.7845
?? Chinese Government : employees who refuse to go back work will be severely punished. They said : if you get infected with #coronavirus it will not be recorded as a work related purpose ... #WFT pic.twitter.com/vH9D5QbFdH,-1,-0.8948
Temperature checks carried out at #Almaty airport amid #coronavirus outbreak#Kazakhstan pic.twitter.com/XhkSuyZcKU,0,0.0
"#COVID19 inspection officially ends. Employees who refuse to go back to work will be punished. In the meantime, government says if you get infected, it is not a work-related injury. You are on your own. #Coronavirus pic.twitter.com/DMJMjtJYzb",-1,-0.7243
"Tu Yuanchao, deputy director of Hubei's Health Commission promises ""transparency"" after they added back the ""deducted"" COVID-19 cases. So far China's criteria for #coronavirus diagnosis have changed 5 times according to how they need the numbers to be.  #CoronavirusOutbreak pic.twitter.com/ZAq1dh93iI",1,0.3818
Actually #codogno is isolated ???? #coronavirus pic.twitter.com/JFio9KASpw,-1,-0.504
"#Iran's health ministry: ""Based on existing reports, the spread of #coronavirus started in Qom [and] has now reached several cities ... including Tehran, Babol, Arak, Isfahan, Rasht and other cities and it's possible that it exists in all cities in Iran""",0,0.1027
"Comparison of #coronavirus #COVID19 with the previous virus outbreaks - SARS, MERS, H1N1, EBOLA pic.twitter.com/pIDoda30Zp",0,0.0
"In the context of the China economy, you are giving a lot of people an excuse to rationalize the supply chain says @ianbremmer on U.S. business pullback as a result of #coronavirus pic.twitter.com/t0GL5J9LSm",1,0.4019
Wowww !!! What are they talking about ? #US #Coronavirus pic.twitter.com/UNzIiNaQZh,0,0.0
"Outraged residents of a central Ukrainian town protested against the arrival of evacuees from China amid fears of a #coronavirus spread.So far, no confirmed cases of the virus have been registered in Ukraine. pic.twitter.com/xe2Lj00mi4",-1,-0.8402
Wash your hands with hand sanitizer or soap. Hand hygiene is important as it prevents many infectious diseases & protects from dreadful diseases like #CoronaVirus. #Health4All #SusthaOdishaSukhiOdisha pic.twitter.com/zywpxLztW0,1,0.8555
"China's communism revealing a total disregard for human life dignity #coronavirus #COVID19 The sign says ""going out is death, anyone goes out is an enemy"" & ""we will break your feet if your go out, we will break your teeth if you argue"" pic.twitter.com/6uTqhCxkku",-1,-0.8481
"Money printing and low rates will NOT change demand and human behavior. For now, expect a major change in economic expectations for 2020.  It will take some time before this threat is contained and people go back to life as it was in Asia. #Coronavirus",-1,-0.765
Basically all of Asia is wearing masks and staying away from large groups of people. Especially Chinese. Everyone is changing behavior and this is a chilling effect on global growth. Expect more money printing and very low rates coming across the world. #Coronavirus,0,0.0276
These are the 3 possible #coronavirus scenarios experts believe could be the future of the outbreak pic.twitter.com/cqsCxu54kU,0,0.0
Take care everyone!#coronavirus #?????? pic.twitter.com/PXwAIlQIOT,1,0.6654
1. It's quite possible #coronavirus could rapidly accelerate the move to a national health care system. World War II forced the UK government to consolidate its medical bureaucracies and basically create the NHS.,-1,-0.3818
"A #coronavirus patient discharged following recovery in Chengdu, Sichuan province, has been readmitted after testing positive again during the quarantine period at home, said local public health authority on Friday, adding that similar cases have been reported in other regions.",1,0.5994
A quick reminder on the speed of this #covid19 motherfucker compared to previous outbreaks. (I have nothing to do with the music don't blame me)#COVID #ChinaVirus #chinaoutbreak #coronavirus #Corona #FridayFeeling #china #chinaflu #outbreak pic.twitter.com/QuGTN3G5wj,-1,-0.552
Global Manufacturing PMIs encouraging despite #coronavirus fears pic.twitter.com/pRFVeI91OD,1,0.6939
Supermarkets in China are fighting to stay open as the #CoronaVirus forces restaurants and offices to close nationwide. (QuickTake) pic.twitter.com/1Vk8Rh8Jet,-1,-0.3612
"I am feeling better day by day, says a #coronavirus patient as Xinhua visits an ICU ward at a hospital in Wuhan. #FightVirus pic.twitter.com/W6d0s7QNU3",1,0.5267
"Repost ??  ( Harry Chen PhD )                          ??Rule of law??#coronavirus Leaked Footage ??The sign says ""going out is death, anyone goes out is an enemy"" & ""we will break your feet if your go out, we will break your teeth if you argue"" pic.twitter.com/KFH475u4fE",-1,-0.9195
This 4-month-old baby was the youngest novel #coronavirus patient in the whole of E China's Zhejiang Province. On Thursday she was discharged from hospital. This is her story... pic.twitter.com/0YV3eVzFGE,1,0.3182
The multimillionaire family shaping #Singapore's iconic skyline https://t.co/2N4QG7nuoQ,0,0.0
#Singapore #Coronavirus #COVID19 ??Buques de carga por todas partes. El transporte global se ha detenido por completo. La economía global se resentirá a partir de la próxima semana. pic.twitter.com/RI7reiOrCt,1,0.4137
#Singapore | Cientos de barcos de carga no pueden atracar en los puertos. El transporte global se ha detenido por completo. La economía mundial pronto lo comenzará a resentir.#Singapore #Coronavirus #COVID19 pic.twitter.com/pqryseFaWt,0,0.0516
"#Singapore #Coronavirus #COVID19 ??Este es el aspecto que presenta el aeropuerto ""Changi Airport"".La economía mundial comenzará a resentirse desde mañana lunes. pic.twitter.com/jLgbyGWiwM",0,0.0
"#Singapore #Coronavirus #COVID19 ??Singapur informa de 5 nuevos casos de coronavirus.Insisto, es en este país y en los cruceros donde vamos a extraer los datos más relevantes.",0,0.0
Chocolates or Me? ????#singapore???? #universalstudiosingapore #traveller @ Universal Studio Singapore https://t.co/9USmqe3TPz,0,0.0
"#Singapore Gov is very responsible/accountable gov towards their citizens & is always ready to provide supports, services & reliefs as required in rapid time. #Covid-19 has been well monitored & controlled, out of 86 cases, 47 have been discharged. Every case has been traced. 1/2 pic.twitter.com/dYd9Q1XEBB",1,0.7003
"¡Buen viernes para ti, Rabi querido amigo!#Singapore ??@captsingh pic.twitter.com/7gSCOmFVrY",0,0.0
#Singapore COVID-19: 22 Feb Update- As of 12pm:New cases: 3Total confirmed: 89Discharged today: 2Total discharged: 49Total still in hospital: 40Most in hospital are stable or improving. 5 are in the intensive care unit.,1,0.802
Hoy nos fuimos hasta #Singapore para hablar con @nachochacal y su cuarentena. ¡Un Crack! ?? https://t.co/nPLmTGtR9Q,0,0.0
Three new positive cases of COVID-19 in Singapore; 2 more patients discharged - Singapore MOH#COVID?19 #COVID19 #Singapore pic.twitter.com/LKIlvn6WF0,1,0.5574
#Singapore #Coronavirus #COVID19 ??Singapur confirma 3 nuevos casos positivos.,0,0.0
"#Singapore #COVID19: Be Alert to E-commerce #scamsItems like masks and hand sanitisers have been in higher demand.If you are looking to purchase online:- Check the credibility of sellers- Avoid making advance payments- When in doubt, purchase only from reputable sellers",1,0.4939
#Singapore looking for new sources of masks to battle #coronavirus https://t.co/RYCbRmji2D pic.twitter.com/CXKi05LoMM,-1,-0.3818
Michelin starred gluten free Chinese food ?????? #Singapore (@ Summer Palace in Singapore) https://t.co/U2iYaT7Sff pic.twitter.com/rtCjNX0v4B,1,0.644
A guest from #singapore having dinner at the restaurant. pic.twitter.com/Z6LEgQw6bS,0,0.0
Congratulations to @OerlikonGroup for the Best Place To Work certification in #Singapore #bptw #bestemployer pic.twitter.com/BIwNPl9k6y,1,0.8442
"In furtherance to the #travel advisory issued earlier in the wake of the deadly #NovelCoronavirus outbreak, the Health Ministry on Saturday advised citizens to avoid all non-essential travel to #Singaporehttps://t.co/eNEGlLJaYN",-1,-0.296
Detective Dee2 CQ9 SlotJoin Us to Claim Free Welcome Bonus to Play ??——?Play Now to get Instant Bonus????https://t.co/1oPZFcyQnS?On Youtube????https://t.co/S5UvmvPwRK——#Singapore #onlinecasino #casinobonus #casinoclub #casinoonline #casinositeleri #SingaporeSocial #casinorama pic.twitter.com/fbVGTDFl5u,1,0.9211
MUJI Plaza Singapura has S$10 clothing & lots of items on sale up to 50% till Feb 23 https://t.co/L3s218msgP #promotion #singapore #promosg,0,0.0
"#Jamjam's family memory in #Singapore, Two people now become 3people! #TROS #ep316 #kbsworld pic.twitter.com/BmxcPkglGs",0,0.0
Stop wasting timeMake profit like othersInvest in forex and earn DM ME FOR INFO#ceo #sell #uk #dollar #euro #invest #inspiration #livetrade #wallstreet #cryptomarket #singapore #sellandbuy #investment #business #digitalmarketer #forex #btc #pounds #china #usa #coinbase pic.twitter.com/B97Nkh85rW,0,0.128
Make a turn at Orchard Road and into this lively laneway. #singapore  https://t.co/8mHUmY7fvb,1,0.5228
#India issues travel advisory on #Singaporehttps://t.co/0MXpaOLRlT pic.twitter.com/9wrxNNheu5,0,0.0
Five Blessings Free Online Slot Join Us to Claim Free Welcome Bonus to Play ??——?Play Now to get Instant Bonus????https://t.co/1oPZFcyQnS?Find Us on Facebook????https://t.co/cJWpqXfnYo?On Youtube????https://t.co/S5UvmvPwRK——#Singapore #onlinecasino #casinobonus #casinoclub pic.twitter.com/gXPciwTIij,1,0.9689
"The new head of the Iranian Revolutionary Guards (#IRGC) Esmail Kaani, is infected with #coronavirus ???????? #WuhanCoronavirus #WuhanVirus #Pneumonia #Wuhan #China #ChinaPneumonia  #???????  #??????? #??????????? #COVID19 #2019nCoV #coronavirusoutbreak pic.twitter.com/ZZJrf2KIjC",-1,-0.6322
Apparently this took place in Hong Kong.#ChinaVirus #WuhanCoronavirus #coronaviruschina #wuhan #CoronavirusOutbreak #China #WuhanCoronavirusOutbreak #WuhanVirus #Coronavirus pic.twitter.com/PZaBZ3N6yR,0,0.0
BREAKING - #Italy ???? locks down the hospital Schiavonia in Padua amid the #COVID19 outbreak ????#WuhanCoronavirus #WuhanVirus #Pneumonia #Wuhan #China #ChinaPneumonia  #???????  #??????? #??????????? #Coronavirus #2019nCoV #coronavirusoutbreak pic.twitter.com/FIOjwJR1d5,0,0.0
Is welding the entrance shut and imprisoning residents the best strategy that China has to contain #WuhanVirus ? https://t.co/BaEBWta8eB,1,0.6369
"Breaking News:Coronavirus is spreading Quicker than expected. (77,917 cases 2,361 Deaths) Condition is getting worse day by day. #Pakistan#Asia #China #WuhanVirus#India #coronavirus #caronavirusoutbreak #Turkey              (LATEST UPDATE) pic.twitter.com/0SNlS1QLs1",-1,-0.4767
"204 confirmed cases of the #WuhanVirus in #SouthKorea now. It leaped 100 in 1 day! Moon Jae-in still no talk of entry ban from China, & not likely. Vietnam, which instituted the entry ban quickly, stopped at 16 #coronavirus cases.https://t.co/aTH4KsGopz",-1,-0.8908
#Corona compared to other virus outbreaks #coronavirus #COVID2019 #china #CoronavirusOutbreak #wuhanvirus pic.twitter.com/52JqvNkduV,0,0.0
WARNING .. WARNING !!!!!!!!This is CoronaVirus. Second video#coronavirus #WuhanCoronavirus #WuhanVirus pic.twitter.com/h7SAd8BIMl,-1,-0.8143
"Jakby ktos nie wiedzial (nie pamietal) to przypominam, ze dzuma (czarna smierc) tez przybyla do Europy z Chin. ??   #WuhanPneumonia #WuhanVirus  #Wuhan #koronawirus  #coronavirus #nCoV2019 #COVID19   https://t.co/Z6b5s2BhMY",0,0.0
"#WuhanVirus ist nichts dran also alle hierher, Grenzen auf. nicht. https://t.co/Z3R8VXR7mT",0,0.0
Coronavirus: „Stadt hat nichts gelernt“ – Hongkong zeigt „Failed state“-Symptome https://t.co/u0b6bOcGbj via @welt #WuhanVirus #HKGov,0,0.0
"Eine nüchterne und sachliche Zusammenfassung von so ziemlich allen Fakten, welche über den Coronavirus bekannt sindEverything you need to know about the coronavirus via @SCMPgraphics  https://t.co/K8G1krW9Ib #WuhanPneumonia #coronavirus #wuhanvirus",0,0.0
"China allegedly cremating coronavirus victims in secret.the death toll could be ""unthinkably higher"" than reports if incinerators are running all day.#WuhanVirus #WuhanCoronavirusOutbreak pic.twitter.com/aI3rEE7WES",-1,-0.7351
"76.726 mit dem #Coronavirus Infizierte sind laut Johns Hopkins #CSSE derzeit registriert. Das entspricht einem Anstieg um 1,32% oder 999 Fälle gegenüber dem Vortag. https://t.co/9YckHjlEIW#Corona #China #WuhanVirus",0,0.0
Chinese in Russland ermordetKiew empfängt Wuhan-Rückkehrer mit Gewalt https://t.co/hs9a6EkINi #WuhanCoronovirus #WuhanVirus #Convid19,0,0.0
#VirusKills #Chinese #FilmDirector and #Family in Wuhan https://t.co/Ry70531Via? #2019_nCov #2019nCoV #COVID19 #coronaVirus #China #Wuhan #Globalhealth #CoronaVirusOutbreak #Epidemic #PublicHealth #Pandemic #WuhanVirus,0,0.0
"#Trump praises XiJinping for being professional in epidemic prevention! In fact, the authoritarian #CCP and #XiJinping are professional in anti-humanity!#2019nCoV #CCPLies #nCoV19 #????? #???? #CCP_is_Nazi #????? #CCP_is_terrorist #antiCCP #WuhanVirus pic.twitter.com/PjbmdsQA4C",1,0.7135
"Sealing the entrance. Absolutely no virus can escape or enter.Netizens: What happens inside, even if someone dies is another matter. As long as it doesn’t add up to #COVID2019.#2019nCoV #Coronavirus #WuhanVirus  pic.twitter.com/PrlRBapr63",0,-0.1761
Flu through coronavirus is not a common flu that's why Chinese Govt is using hundreds of Army Trucks in the streets of China sanitize the cities.#Coronavirustruth#CoronavirusOutbreak#coronovirusuk #WuhanVirus#COVID2019#COVID?19 pic.twitter.com/zaWjK6nOlF,0,-0.1068
Evil Regimes and a corrupt system. “They’re doing this for money.”This woman may have taken her life to get this message out to the world. PLEASE SHARE! ??#XRPCommunity #WuhanVirus #WuhanPneumonia #WuhanJiayou #WuhanLockDown #HELPCHINA pic.twitter.com/vLvMp0xvnn,1,0.3
This is a page from Dean Koontz book The Eyes of Darkness. Published in 1981#WuhanVirus pic.twitter.com/p3yohDSJZC,-1,-0.25
In un romanzo thriller scritto nel 1981narra  la vicenda di un Virus letale creato nella città di #Wuhan in #Cina L'autore dell'incredibile profezia è lo scrittore statunitense Dean Koontz.#coronavavirus#WuhanVirus#WuhanCoronovirus https://t.co/IqbmXvrq12,0,0.1027
"Giappone. 85 nuovi casi di infezione da #WuhanVirus in Giappone. Sono stati trovati sulla nave da crociera ""Diamond Princess"" vicino a Yokohama, portando il numero totale di persone infette sulla nave a 454. https://t.co/4R5qsrPUUF",1,0.34
"Oggi strammatizziamo, anche se c'e' tanta gente che soffre, a Wuhan come altrove, cinesi come altri, pazienti come tutti quelli che si prendono cura di loro.#wuhanjiayou #WoShiWuhanRen #coronavirus #wuhan #wuhancoronavirus #coronavirusoutbreak #wuhanvirus pic.twitter.com/l9hZwhHoNS",0,0.0
"Rispondete:-Chi sa realmente quanti guariscono dal #coronavirus?-Chi conosce i postumi del #COVID2019?-Chi realmente ha visto gente murata in casa a #WuhanVirus?-Da 1 a 10 quanto rischiamo di lasciarci le penne?....secondo le autorità poco, ma hai cercato i video su Twitter?",1,0.5204
"* when in fear of the start of a global pandemic one might consider the use of  the Hindu Namste greeting worldwide, * and use all media worldwide to communicate this,* start this campaign with world leaders, CEO's, influencers.#COVID?19 pic.twitter.com/JIjvCoGnQA",0,-0.1531
"Mesmo que a morte não ocorra, alguns pacientes ficam com danos prementes nos pulmões (buracos nos pulmões, dando a eles a aparência de uma colmeia). #coronavirus #COVID19 #COVID?19 https://t.co/CRT39X39a6",0,0.0
Recomiendo busquen en YouTube al Dr John Campbell #coronavirus #COVID?19 ahí se pueden enterar de lo más reciente hoy salió que los chinos confirmaron q es “airborne spread” contrario a lo q se estaba diciendo!!! Por eso los camiones gigantes fumigando las calles en Wuhan,0,0.0
"> 70.000 PERSONAS, no solo casos, afectadas #coronavirus #COVID?19   5% profesionales de la salud ++ #nurses. Que cada evento, acto, Tweet o reunion científica la incluya nuestra #solidaridad con todos los afectados #chinesenurses ?@NursingNow2020?  https://t.co/Gnlt1OQLMC",-1,-0.4098
"Dentro de pocos días, esta situación estará pasando en Colombia.Los evacuados de Wuhan que traerá @IvanDuque no tendremos en el país como atenderlos e inexorablemente el #coronavirus hoy llamado #COVID?19 tendrá un nuevo foco de expansión https://t.co/5niOp2tBfZ",-1,-0.296
"72 personas con el síndrome viral del #COVID?19  son transportados en guaguas a un hospital, a su llegada desde China. Miren el motín que se formó en el camino, en Ucrania. https://t.co/dzz0RwDhS5",0,0.0
Detenidos por salir a buscar comida . El Régimen Comunista no perdona . Adivináis dónde acabarán? #Coronavirius #COVID?19 pic.twitter.com/RtTmVeFuV1,-1,-0.3736
#COVID?19 : Coping with stress pic.twitter.com/HgUlb3EgfQ,-1,-0.4215
"#COVID19 #COVID?19 - #China - 20200221 - Yichun, Jiangxi - Roche Gold Bank bankrupt. Clients defy epidemic to demand their money (3) pic.twitter.com/d23sqDD308",-1,-0.6249
"#COVID19 #COVID?19 - #China - 20200222 - Nanyang, Henan - Woman thrown in the trunck of a police car. pic.twitter.com/aXSdnVO7hO",0,0.0
"#COVID19 #COVID?19 - #China: video could not be uploaded. So, I do it this way. pic.twitter.com/atC75DoJpc",0,0.0
This woman’s call for help should be heard around the world. This is what happens under socialist/communist regimes. I pray for her. #Wuhan #COVID?19 #coronavirus #politics #china #fuckchina #freethepeople #hongkong pic.twitter.com/WA60UJcjo9,1,0.6124
"#COVID19 #COVID?19 - #China - 20200222 - unknown place, Hubei - Residents turn against each other over an suspected virus case. pic.twitter.com/z23qg8JIak",-1,-0.2263
Places Most Likely to Experience #CoronaVirus Outbreak In the Next Few Weeks.1) China2) South Korea3) Japan 4) Hongkong5)Singapore6) Thailand7) Malaysia8) USA#COVID_2019 #Covid_19 #COVID?19 #CoronavirusOutbreak#Covid19 Top 20 PlacesLink: https://t.co/AsEp9cIOS5 pic.twitter.com/eG6fAIaAFx,1,0.2023
"Atualização sobre o #coronavirus em 13.02.2020 ás 21:33hs (horário de Brasília, Brasil)Infectados: 65.246Mortos: 1.489Estado crítico: 8.030Suspeitos: 13.435Recuperados: 6.977Fonte ao vivo 24hs: https://t.co/bP0B7ZMcs6#WuhanVirus #COVID2019 #COVID?19 #covid19UK pic.twitter.com/szGYNaAdjC",0,0.0
Robô servindo infectados pelo  #COVID?19 #coronavirus em hospital quarentena.?? pic.twitter.com/HTlzYHzAZo,0,0.0
"Aufgeschoben ist nicht aufgehoben. Das man immer gleich von #Rassismus sprechen muss? Natürlich ist’s ne scheiss Situation wegen des #COVID?19, aber derzeit können wir es eben nicht ändern.",0,0.0
"@ChinaEmbGermany Riesen Respekt vor dem was das Chinesische Volk aktuell leistet. Auch wenn ich nicht glaube, dass das Virus #COVID?19 noch aufzuhalten ist, so wird es der Welt kostbare Zeit geben bis eine Impfung entwickelt worden ist und somit viele Tote vermeiden.DANKE!!!",0,0.0
Bats and snakes are for sale at an  Indonesian market despite of govt request to take them off the menu over the fears of a link to the deadly coronavirus.#CoronavirusFrance #COVID?19 #COVID?19 #WuhanCoronavirus #WuhanPneumonia #Indonesia pic.twitter.com/9dKO0k0MdO,-1,-0.4871
How long will you last before losing your mind in quarantine? What are you doing to mentally prepare? #coronavirus #COVID?19 #COVID #china #chinavirus #WuhanOutbreak https://t.co/Bv1vEvAULI,-1,-0.4836
#China: Youngest patient of #coronavirus- a 17-day-old infant has been discharged from a #Wuhan hospital.#CoronavirusOutbreak #ChinaCoronaVirus #ChinaVirus #corona #coronaviruschina #COVID2019 #COVID?19 #COVID #WuhanCoronavius #Wuhanvirus #????  pic.twitter.com/wywvAtGNur,0,0.0
"Situasi semasa #COVID?19 di seluruh dunia yang dikeluarkan WHO jam 10 pagi, 22 Februari. Sumber: Twitter KKMPutrajaya@KKMPutrajaya pic.twitter.com/PCbBJvfKtU",0,0.0
#COVID?19 pic.twitter.com/dBrljzMNJt,0,0.0
10 Italian Towns In Lockdown Over Coronavirus Fearshttps://t.co/M5fikXD8rl #Coronavirustruth #COVID?19,0,0.0
#covid?19 they are down playing it using the wrong numbers 77661infected but 20925 recover and 2360 dead is just over 11% death rate not 2% don't drink the Kool aid plan for the worst and hope for the best,-1,-0.8735
If this report is true - that a leaked government document shows Carrie Lam intending to use #coronavirusfor political gain - it is shocking@appledaily_hk can we see the document?@newsgovhk What does Carrie Lam have to say about it?#StandwithHK https://t.co/TM8EtL2YxJ,1,0.644
"Appledaily obtained secret reports by #Carrielam to Beijing on anti-#coronavirus work, slamming #HongKongProtests for causing #HKgov's handling of #COVID19 failed. She also blamed pro-gov parties for not supporting her wholeheartedly, while only 11% feel satisfied with her work. pic.twitter.com/eSq4sVTE1T",-1,-0.5116
"Amid the novel #coronavirus outbreak, why did these foreigners choose to stay in China? #StayStrongChina pic.twitter.com/D7El6Zd0uI",1,0.3182
"Better quality:#Coronavirus vs Ebola, SARS, Swine Flu, MERSSource: https://t.co/vJ6uqBHvWN pic.twitter.com/WF9IPPmtHh",0,0.0772
#coronavirus madness pic.twitter.com/oE5jGVK483,-1,-0.4404
#BREAKING US says Russia behind huge #coronavirus disinformation campaign pic.twitter.com/DvsCrasr37,1,0.3182
"In Wuhan, two makeshift hospitals held birthday parties for #coronavirus-infected patients born in February. pic.twitter.com/qtRIUJAmGe",1,0.4019
"Yichun, Jiangxi, China. Protesters in front of the bank, Chinese people can’t access their money, funds are frozen due to failing financial institution. Is this a beginning of the #coronavirus related global financial crisis? (Video by UiXP) pic.twitter.com/wsxGmdd3oh",-1,-0.8519
Shocking #Coronavirus drill: what happened if you have fever & try to run thru the police. Scary. pic.twitter.com/oS65GENru0,-1,-0.7096
"To date, South Korea has tested more than 16,000 of its residents for #Coronavirus and the country continues to identify new cases. This graph plots their cumulative testing volume over time and the number of coronavirus cases that they’ve identified, which are now accelerating. pic.twitter.com/R62qj5bV0v",0,0.0772
"#Coronavirus1 victimes en Italie, 15 personnes contaminées, 10 villes mises en quarantaine, des écoles fermées Et en France ?Rien, comme le nuage de Chernobyl pic.twitter.com/MxvDjSyM12",0,0.0
Ce décalage France/Italie rend perplexe. Les Italiens paniquent? ou les Français ont des dizaines de cas non identifiés? ##coronavirus https://t.co/BCZtLZYdeN,0,0.0
"#Italie - Deux morts, 28 personnes infectées et 50 000 personnes isolées dans les villages du nord de l'Italie suite à l'épidémie du #coronavirusEn France on nous cache sûrement les informations pour ne pas créé la panique pic.twitter.com/MpyOl6gFCB",0,0.0
"Joy City à Xidan #Beijing, samedi vers 18 heures. Centre commercial normalement très fréquenté, maintenant vide.#coronavirus pic.twitter.com/hrXh55Nhx9",1,0.5859
"C'est vrai ! Info vérifiée, aucun doute possible : Le #coronavirus ne touche pas les musulmans.Une précision toutefois : pour que l'immunité fonctionne, il est impératif de quitter les pays de mécréants et d'aller s'installer en terre d'islam.https://t.co/kdellAnEAX",0,0.0
#coronavirus épidémie en #Italie.Si seulement ils avaient eu #Buzyn et ses affiches pic.twitter.com/DkZTr650Dl,0,0.0
???? URGENT - 10 villes (50k hab.) en quarantaine en #Italie car #coronavirus : - Hab. doivent rester à la maison pdt 1 semaine - Tous événements publics suspendus - Pas travaux et activités commerciales/récréatives- Ecoles fermées- Transports s’arrêtent pas(BNO) #COVID19,1,0.5413
"#Chine Vidéo d'un média d'état qui documente les achats pendant l'épidémie de #coronavirus #COVID, où une pâtisserie fine à #Pekin a créé sa propre méthode de vente ""sans contact""#China #WuhanOutbreak #2019_nCov #Beijing pic.twitter.com/m1co59cUub",1,0.2023
"#coronavirus #Covid_19 point de situation au 22/02/20??76 291 cas confirmés , 31 pays touchés??2345 décès??20 820 guérisons??un seul patient encore hospitalisé en ???? et pas de nouveau cas??panique en ???? du nord avec 20 cas confirmés??apparition de cas atypiques (OMS) pic.twitter.com/mMSeeWWkrU",0,0.0
"#Coronavirus vs Ebola, SARS, Swine Flu, MERS pic.twitter.com/fQMQzqZSOC",-1,-0.3818
"#CORONAVIRUS le sud de la corée continue de faire des ravages d'infection , l'iran a multipliée de volume dont l'italie , les etats unis et autres région ! a quand le remède ! pic.twitter.com/dOasYw55Co",0,0.0
"#Chine - Dans la ville de Nanyang dans la province du Henan, une femme qui n'a pas de masque et qui refuse le confinement jetée dans le coffre d'une voiture de police #COVID19 #coronavirus pic.twitter.com/44XVeEVGYK",-1,-0.296
